rank,term,count,seed_queries,sample_titles,sample_links
145,데이트맛집,6,가볼만한곳|나들이|핫플,"IFC몰 근처 여의도 양갈비 맛집 관호 여의도본점 | 감성 가득한 영통 데이트코스, 안주일체 수원영통점 다녀온 후기 | 산골짜기다람쥐 다녀왔어요, 솔직한 맛 평가",https://blog.naver.com/yeseonm/224301812944 | https://blog.naver.com/sangminttt_93/224301777494 | https://blog.naver.com/bum0210_/224301742222
146,동탄네오TV,6,수도권,동탄퍼스트파크 무타공 벽걸이티비설치 거실을 더 넓고 품격... | 동탄 메타폴리스 무타공 벽걸이티비설치 랜드마크의 품격에... | 동탄 NHF 엘크루 무타공 벽걸이티비설치 쫄대 없는 완전한...,https://blog.naver.com/saedongnae/224301775119 | https://blog.naver.com/saedongnae/224301716659 | https://blog.naver.com/saedongnae/224301713174
147,만한곳,6,가볼만한곳,고유가 피해지원금 신청방법 및 이의신청 방법 | 청주 동남지구 강금옥쭈꾸미 평일 저녁식사 방문후기 | ★ 프랑스 // 파리 [즉시 확정] 파리 디즈니랜드 입장권 (1~4일권...,https://blog.naver.com/zzalforyou/224301779159 | https://blog.naver.com/police5957/224301751122 | https://blog.naver.com/trip-happy-/224301619606
148,문화생활,6,가볼만한곳|데이트|전시|핫플,"대학로 연극 후기 | 초등학생과 함께 본 '어서 오세요, 휴남동... | 뮤지컬 서편제 후기 / 광림아트센터 BBCH홀 2층 X열 25번 시야... | 강남전시회 씨엘아트갤러리 서상익 개인전 《회화의...",https://blog.naver.com/sms_86/224301819179 | https://blog.naver.com/warning-/224301815830 | https://blog.naver.com/kenoop/224301801892
149,미니멀거실,6,수도권,동탄퍼스트파크 무타공 벽걸이티비설치 거실을 더 넓고 품격... | 동탄 메타폴리스 무타공 벽걸이티비설치 랜드마크의 품격에... | 동탄 NHF 엘크루 무타공 벽걸이티비설치 쫄대 없는 완전한...,https://blog.naver.com/saedongnae/224301775119 | https://blog.naver.com/saedongnae/224301716659 | https://blog.naver.com/saedongnae/224301713174
150,벽걸이티비설치비용,6,수도권,동탄퍼스트파크 무타공 벽걸이티비설치 거실을 더 넓고 품격... | 동탄 메타폴리스 무타공 벽걸이티비설치 랜드마크의 품격에... | 동탄 NHF 엘크루 무타공 벽걸이티비설치 쫄대 없는 완전한...,https://blog.naver.com/saedongnae/224301775119 | https://blog.naver.com/saedongnae/224301716659 | https://blog.naver.com/saedongnae/224301713174
151,부산술집,6,가볼만한곳|핫플,부산 청사포 조개구이 맛집 도희네 조개구이 내돈내산 | 부산 부전 서면 닭발 맛집 :: 불향 가득한 신이내린 닭발... | 해운대 좌동 이자카야 세츠나 연어삼합세트 솔직후기,https://blog.naver.com/lamulamu1122/224301788077 | https://blog.naver.com/kkongchichi/224301779387 | https://blog.naver.com/edge2_/224301717220
152,부산여행코스,6,가볼만한곳|핫플,부산 여행코스 추천｜30분 만에 완성하는 레진반지... | 부산 청사포 조개구이 맛집 도희네 조개구이 내돈내산 | 아르떼뮤지엄 부산 이용 팁과 달토끼 특별전 정보,https://blog.naver.com/dear_us-/224301828460 | https://blog.naver.com/lamulamu1122/224301788077 | https://blog.naver.com/boo817/224301689459
153,서울가볼만한곳,6,팝업|핫플,"포켓몬고 하면서 즐긴 서울숲, 성수동 포켓몬스터 30주년 팝업 ... | 동대문 DDP 나들이, 서울시 마스코트 해치 굿즈 쇼핑과 시원한... | 인사동 가볼만한곳 찾다가 해본 도토리캐리커쳐 커플 캐리커처",https://blog.naver.com/j_o2_f/224301644321 | https://blog.naver.com/justjust009/224301688347 | https://blog.naver.com/mig98/224301607888
154,성수카페,6,가볼만한곳|핫플,"성수빵지순례 [성수베이킹스튜디오] 바게트치아바타맛집 | 성수 데이트 코스 추천, 연못 뷰가 예쁜 ㅣ""ETF베이커리 성수"" | 성수 감성 카페 도토리오븐 내돈내산 솔직 후기",https://blog.naver.com/alruddlaa/224301818635 | https://blog.naver.com/kye3103/224301795991 | https://blog.naver.com/eunsu_exe/224301703409
155,셋클립시공,6,수도권,동탄퍼스트파크 무타공 벽걸이티비설치 거실을 더 넓고 품격... | 동탄 메타폴리스 무타공 벽걸이티비설치 랜드마크의 품격에... | 동탄 NHF 엘크루 무타공 벽걸이티비설치 쫄대 없는 완전한...,https://blog.naver.com/saedongnae/224301775119 | https://blog.naver.com/saedongnae/224301716659 | https://blog.naver.com/saedongnae/224301713174
156,속초맛집,6,가볼만한곳|핫플,"속초여행 중 들른 점심 맛집, 치즈까스& 함박돈까스에 냉모밀... | 속초중앙시장맛집 원조소문난무침회 포장 후기, 자꾸 생각나는... | 속초 중앙시장 누룽지오징어순대 맛집 [서민갑부 똑이네 튀김]...",https://blog.naver.com/jaeeun2784/224301822105 | https://blog.naver.com/sssun831/224301731733 | https://blog.naver.com/wryongmii/224301631236
157,수원데이트,6,가볼만한곳|핫플,"[행궁동 피자펍] 내돈내먹 후기 | 존앤진피자펍 행궁점... | 지동시장맛집 추천｜수원만두 맛집 추억의장날만두 솔직 후기 | [수원] 수원역 카페 추천, 저렴하고 맛있는 가성비 맛집 미쉐...",https://blog.naver.com/tayk99/224301829569 | https://blog.naver.com/dongsangyes/224301816491 | https://blog.naver.com/h_hyun_98/224301758840
158,수원데이트코스,6,가볼만한곳|핫플,수원꽃축제 일월수목원 제라늄 꽃명소 주차정보 | (수원) 월화원 중국풍 정원 사진 | [수원 파란대문 장미] 행궁동 데이트 코스/ 수원 행궁동 장미...,https://blog.naver.com/bravo0418/224301770491 | https://blog.naver.com/1004minime/224301672096 | https://blog.naver.com/juchae0308/224301626560
159,수원여행,6,가볼만한곳|핫플,수원꽃축제 일월수목원 제라늄 꽃명소 주차정보 | (수원) 월화원 중국풍 정원 사진 | [수원 파란대문 장미] 행궁동 데이트 코스/ 수원 행궁동 장미...,https://blog.naver.com/bravo0418/224301770491 | https://blog.naver.com/1004minime/224301672096 | https://blog.naver.com/juchae0308/224301626560
160,아트월무타공,6,수도권,동탄퍼스트파크 무타공 벽걸이티비설치 거실을 더 넓고 품격... | 동탄 메타폴리스 무타공 벽걸이티비설치 랜드마크의 품격에... | 동탄 NHF 엘크루 무타공 벽걸이티비설치 쫄대 없는 완전한...,https://blog.naver.com/saedongnae/224301775119 | https://blog.naver.com/saedongnae/224301716659 | https://blog.naver.com/saedongnae/224301713174
161,여름준비,6,나들이|일상|핫플,"[ 일상 기록] 뒹굴뒹굴의 정석_치킨, 맥주, 그리고 끝없는 스크롤 | [경북] 올리브영 여름 세일 상품 구매후기 | 여름 필수템 오즈키즈 모기장옷 입는 모기장 솔직 후기",https://blog.naver.com/eunseo_o11/224301833087 | https://blog.naver.com/lovejej3545/224301823104 | https://blog.naver.com/octomama/224301657994
162,여행,6,가볼만한곳|핫플|후기,미니 14인치 레디백 승무원 경량 여행 보조 소형 실사용 후기 좋은 | 일본(재팬) = 워너 브라더스 스튜디오 투어 도쿄 - 더 메이킹... | 후쿠오카 서점 추천｜하카타역 MARUZEN에서 만화책·문구...,https://blog.naver.com/windq7x/224301831883 | https://blog.naver.com/dkljsopiu126455/224301452191 | https://blog.naver.com/youmi082/224301780679
163,오션뷰카페,6,가볼만한곳|다녀온|핫플,[당진 'ROAD 1950'카페] 미국 감성 폭발하는 오션뷰 대형... | 영종도 카페 얼트 시원한 구읍포구 오션뷰 추천 & 주말 주차 정보 | [마산]-마창대교 뷰 맛집! 귀산 대형 베이커리카페...,https://blog.naver.com/nanjjang75/224301829633 | https://blog.naver.com/lugali/224301774706 | https://blog.naver.com/hacci840/224301803469
164,용인맛집,6,나들이|핫플,"[용인 떡카페] 레드브릭101 | 단팥죽·쌍화차에 가래떡... | 용인 동백 핫플 ""청년감자탕순대국"" 다녀왔습니다 | 수지구청 맛집 술집 추천, 감성 가득한 바차 수지점 후기...",https://blog.naver.com/yoonwany/224301760207 | https://blog.naver.com/kks919191/224301785618 | https://blog.naver.com/lkestoringplace/224301745068
165,울산맛집,6,가볼만한곳|나들이|데이트|핫플,"[경주 맛집] 경주 황리단길 맛집 야무, 라멘 닭껍질 만두 찐 추천 | 울산 슬도와 대왕암공원 여행코스, 바다를 품은 힐링 여행 | 울산 중구 구역전시장 구경하고 장터국밥까지, 나의 주말 아침...",https://blog.naver.com/kkukku_v/224301746165 | https://blog.naver.com/greenair1_/224301785222 | https://blog.naver.com/wms9774/224301778233
166,원주 핫플,6,핫플,원주맛집에서 만난 특별한 닭요리의 매력과 중식의 신세계 | 원주맛집에서 만난 신선한 닭고기 중식과 넉넉한 한 상차림 | 원주맛집에서 만난 불향 가득 닭요리와 얼큰한 짬뽕밥의 조화,https://blog.naver.com/escort11811/224301823329 | https://blog.naver.com/empty7457/224301822518 | https://blog.naver.com/fool4712/224301726965
167,인생샷명소,6,가볼만한곳|핫플,"아산 외암마을 야행, 인기이유후기 | 5월의 싱그러움을 만끽하는 또 다른 국내 여행지 추천 BEST | [광주 셀프 사진관] 상무지구 데이트 코스 추천! 셀프 촬영 우정...",https://blog.naver.com/kkangpaetokkieeee/224301784210 | https://blog.naver.com/43065_18/224277867008 | https://blog.naver.com/smjnuhb12/224301738830
168,일 월,6,팝업,구냥이 포토이즘 프레임 출시 안내 | ❄️ 그냥곰 포토이즘 프레임 출시 안내 | 아콘찌 포토이즘 프레임 출시 안내,https://blog.naver.com/firef1st/224301824266 | https://blog.naver.com/firef1st/224301820887 | https://blog.naver.com/firef1st/224301814858
169,있습니다,6,서울|수도권|일상|전시|후기,"가평 옥상방수 비노출우레탄 시공｜누수방지 옥상 우레탄방수... | 성북구 돈암동 한신한진아파트 청소 후기: 인테리어 준공청소... | 크레스티드게코 장마철, 습도보다 환기 리듬이 먼저입니다",https://blog.naver.com/jeon950204/224301812896 | https://blog.naver.com/max4816/224301189805 | https://blog.naver.com/9-gold/224301615311
170,전북여행,6,가볼만한곳|핫플,"군산 청암산 빠른 길 찾다가 하체 잃을 뻔 ... | 전주한옥마을맛집 전주한옥마을먹거리 만년닭강정 포장후기... | 군산 대장봉 여행 후기 숨은 차오르지만, 눈은 끝없이...",https://blog.naver.com/kingja_boo/224301735419 | https://blog.naver.com/modutube/224301790335 | https://blog.naver.com/j3837/224301645421
171,전주 핫플,6,핫플,"전주한옥마을맛집 전주한옥마을먹거리 만년닭강정 포장후기... | 전주막창맛집 발견!! 연막창 전주객사점, 다시 생각나는... | 전주 객사 맛집 | 객리단길 초밥 맛집 추천 | 스시미라이 방문 후기",https://blog.naver.com/modutube/224301790335 | https://blog.naver.com/dodo8250/224301584647 | https://blog.naver.com/qkrwlgml1027/224301640270
172,전주데이트,6,가볼만한곳|핫플,"전주한옥마을맛집 전주한옥마을먹거리 만년닭강정 포장후기... | 전주막창맛집 발견!! 연막창 전주객사점, 다시 생각나는... | 전주 객사 맛집 | 객리단길 초밥 맛집 추천 | 스시미라이 방문 후기",https://blog.naver.com/modutube/224301790335 | https://blog.naver.com/dodo8250/224301584647 | https://blog.naver.com/qkrwlgml1027/224301640270
173,제주여행코스,6,가볼만한곳|핫플,"[제주 동쪽 감성 카페 추천 ]김녕해수욕장 근처 카페... | 청보리가 익어가는 계절, 제주 | 제주 6월 가볼만한곳 산양큰엉곶 반딧불탐방 1년 중 6월에만...",https://blog.naver.com/harugirok21/224301798207 | https://blog.naver.com/everyjeju-official/224301693786 | https://blog.naver.com/ohdori13/224301633629
174,종로 핫플,6,핫플,[서울/종로3가] 시애틀 커피하우스 종로3가점 :: 서울3대... | 서울3대아인슈페너맛집 시애틀커피하우스 종로3가점 | [서울 종로 / 노다지포차] 요즘 날씨에 안 가면 손해인 종로...,https://blog.naver.com/ggaonii/224301740961 | https://blog.naver.com/skdud3758/224301690483 | https://blog.naver.com/greenish-glow/224301659468
175,종로맛집,6,데이트|핫플,"종각역 청계천 맛집 ""종로 오봉집"" 낙지보쌈 후기 | [광화문 맛집] 광화로 : 입안 가득 퍼지는 육즙, 화덕삼겹살이... | [서울 종로 / 노다지포차] 요즘 날씨에 안 가면 손해인 종로...",https://blog.naver.com/wnsgur70031/224301781433 | https://blog.naver.com/justkeep_swimming/224301797608 | https://blog.naver.com/greenish-glow/224301659468
176,주말여행,6,가볼만한곳|데이트|핫플,"당진 또봄면천 축제 6월 13~14일, 성곽길 달리기부터 카더가든... | 부산 2박 3일 여행 1편 새벽 SRT 타고 부산역 복국부터 태종대... | 2026 아산 외암마을 야행 축제 완벽 가이드셔틀 주차장...",https://blog.naver.com/journalism/224301767792 | https://blog.naver.com/munggmungg/224301778533 | https://blog.naver.com/tech_log-/224301805700
177,천안맛집,6,가볼만한곳|데이트|핫플,"[한우 드소] 천안아산 가성비 한우 맛집, 정육점 식당 | 천안 초밥 맛집 중 구성 만족스러웠던 강한초밥 | 불당동 새로 생긴 고기맛집 ""또또구이집"" 첫방문 후기",https://blog.naver.com/travelhobbyblog/224301816196 | https://blog.naver.com/languagebuddy/224301811053 | https://blog.naver.com/hippojini/224301790367
178,충남여행,6,가볼만한곳|나들이|핫플,"당진 또봄면천 축제 6월 13~14일, 성곽길 달리기부터 카더가든... | 아산 탕정 맛집 추천 ️매콤한 아구찜과 신선한 막회가 맛있는... | 보리밭 물결 따라, 공주 카페 마암에서의 여유로운 하루",https://blog.naver.com/journalism/224301767792 | https://blog.naver.com/waiyan9604/224301766916 | https://blog.naver.com/misty1908/224301807501
179,타일벽벽걸이티비,6,수도권,동탄퍼스트파크 무타공 벽걸이티비설치 거실을 더 넓고 품격... | 동탄 메타폴리스 무타공 벽걸이티비설치 랜드마크의 품격에... | 동탄 NHF 엘크루 무타공 벽걸이티비설치 쫄대 없는 완전한...,https://blog.naver.com/saedongnae/224301775119 | https://blog.naver.com/saedongnae/224301716659 | https://blog.naver.com/saedongnae/224301713174
180,티비이전설치,6,수도권,동탄퍼스트파크 무타공 벽걸이티비설치 거실을 더 넓고 품격... | 동탄 메타폴리스 무타공 벽걸이티비설치 랜드마크의 품격에... | 동탄 NHF 엘크루 무타공 벽걸이티비설치 쫄대 없는 완전한...,https://blog.naver.com/saedongnae/224301775119 | https://blog.naver.com/saedongnae/224301716659 | https://blog.naver.com/saedongnae/224301713174
181,파주맛집추천,6,가볼만한곳|데이트|핫플,비와별닭갈비 신세계프리미엄아울렛 파주직영점 파주 운정... | (경기/ 파주) 연리희재 파주 | 개성주악 포장 맛집 후기 | 파주맛집 바그 파주본점 | 유명한 이유가 있는 수제버거 맛집,https://blog.naver.com/okchoi36/224301821926 | https://blog.naver.com/rkdud062611/224301763677 | https://blog.naver.com/hyeshtag-/224301734730
182,포천 가볼만한곳,6,가볼만한곳,[포천 카페] 주말 나들이로 딱! 카이막이 정말 맛있었던... | 포천 당일치기여행 가볼만한곳 ｜낭만닥터 김사부 산정호수... | 포천 한탄강 가든 페스타 어후 입장 | 평일 방문 꿀팁 | 개화현황...,https://blog.naver.com/godblackmoon/224301821853 | https://blog.naver.com/5ggam_v/224301753979 | https://blog.naver.com/masisseo-/224301764070
183,합니다,6,가볼만한곳|나들이|주말|핫플|후기,"[서울 신설동] 신설동역 마파두부 만두 맛집, King수제만두 | 보테가베네타 미니 조디백 651876VCPP5 2127감각적인 청키... | IBK징검다리론 완벽 가이드 종류 특징 주의사항까지",https://blog.naver.com/wjsrkdms9/224301828825 | https://blog.naver.com/bellonegozio/224301821814 | https://think-tank.tistory.com/658
184,6월축제,5,가볼만한곳|핫플,"당진 또봄면천 축제 6월 13~14일, 성곽길 달리기부터 카더가든... | [강진 가볼만한곳 ] 초여름의 싱그러운 낭만, 제3회... | 양평 힐링 여행, 황금빛 밀밭 속으로 ""2026 양평밀 축제"" 일정.",https://blog.naver.com/journalism/224301767792 | https://blog.naver.com/dee7781/224301626185 | https://blog.naver.com/moonlight_800/224298383072
185,가족외식추천,5,가볼만한곳|핫플,거북섬 맛집 바다뷰 강도령막칼국수 본점 해물칼국수... | 서울 더현대 화덕피자 라구파스타 후기 | 강원도 평창 알펜시아 근처 맛집 - 황태요리전문점 황태덕장,https://blog.naver.com/breadtextre/224301807265 | https://blog.naver.com/fvivian/224301739814 | https://blog.naver.com/jsj90100/224301707710
186,감성여행,5,가볼만한곳|핫플,"통영 카페 추천, 바다 풍경이 머무는 감성 여행 코스 가이드 | 청송 주왕산 여행코스 천년고찰 대전사 다녀온 후기 | 마음이... | travel | 나홀로 후쿠오카 여행",https://blog.naver.com/2sunshines/224300967639 | https://blog.naver.com/qkfalfl0207/224301791010 | https://blog.naver.com/lovjjeong/224301690169
187,강릉 핫플,5,핫플,"4월 강릉여행 | 강릉 주문진 디저트 카페 순두부 젤라또, 도깨비 촬영지 근처 카페 | 강릉 빵지순례 필수 코스✨ 구움과자 맛집 임당동162 이 집...",https://blog.naver.com/dototo_/224301829408 | https://blog.naver.com/lifesaver999/224301722935 | https://blog.naver.com/sohee9710/224301705736
188,강원도맛집,5,가볼만한곳|핫플,"강원도 평창 알펜시아 근처 맛집 - 황태요리전문점 황태덕장 | 속초 중앙시장 누룽지오징어순대 맛집 [서민갑부 똑이네 튀김]... | 원주 단계동 맛집 스위트오크,여전히 맛있는 바베큐 맛집",https://blog.naver.com/jsj90100/224301707710 | https://blog.naver.com/wryongmii/224301631236 | https://blog.naver.com/harukey200/224301584315
189,경주,5,가볼만한곳|데이트|전시,"경주 가볼 만한 곳 , 경주루지월드에서 짜릿한 경험을! | 경주루지월드, 경주 놀거리로 가족과 함께 하는 특별한 체험! | 첫 루지 체험, 경주 카트와 경주루지월드에서의 특별한 날",https://blog.naver.com/song970923/224301819494 | https://blog.naver.com/tjfgmlsla9/224301788578 | https://blog.naver.com/rotozl-872/224301809838
190,경주데이트,5,가볼만한곳|핫플,"하동 저수지 풍경을 품은 경주 한옥카페, 바실라 | 경주 가볼 만한 곳 , 경주루지월드에서 짜릿한 경험을! | 경주 1박 2일, 먹고 쉬고 걷고 다 한 여행",https://blog.naver.com/ghkdls291/224301826556 | https://blog.naver.com/song970923/224301819494 | https://blog.naver.com/godahrgo_838/224301788494
191,광주맛집추천,5,핫플,광주오리맛집 매월동맛집 매월농원 오리숯불구이 내돈내산 후기 | 광주 양림동 맛집 유소바 양림본점 안키모동 자루소바 후기 | [광주 송정역 맛집] '시장국밥' 전현무계획3도 반한 30년 전통...,https://blog.naver.com/artart5959/224301711847 | https://blog.naver.com/hehi1_/224301694921 | https://blog.naver.com/geolsb/224301662775
192,국밥맛집,5,나들이|데이트|핫플,"덕양구 맛집 신원동 국밥 찾는다면, 맑은 국물 제대로인... | 을지로 맛집 곰탕 백옥 을지로 점심에도 저녁에도 훌륭한 식당 | 울산 중구 구역전시장 구경하고 장터국밥까지, 나의 주말 아침...",https://blog.naver.com/seh0204_/224301819026 | https://blog.naver.com/cabotin_8494/224301767395 | https://blog.naver.com/wms9774/224301778233
193,군산 핫플,5,핫플,"[군산시카고피자맛집]군산아기랑맛집/군산피자맛집... | 군산 대장봉 여행 후기 숨은 차오르지만, 눈은 끝없이... | [군산 맛집] 입소문 자자한 '명가서울소바'",https://blog.naver.com/heeeezy1030/224301712075 | https://blog.naver.com/j3837/224301645421 | https://blog.naver.com/leemikyong54/224301615423
194,규슈온천여행,5,가볼만한곳,유후인 료칸 오카에리 (Yufuin Ryokan Okaeri) AGODA... | 유후인 료칸 노기쿠 (Yufuin Ryokan Nogiku) AGODA 아고다... | 유후인 온천 호텔 슈호칸 (Yufuin Hotel Shuhokan) AGODA...,https://blog.naver.com/agoda_klook_/224301815496 | https://blog.naver.com/agoda_klook_/224301810520 | https://blog.naver.com/agoda_klook_/224301805924
195,남양주 가볼만한곳,5,가볼만한곳,남양주 대형카페 카페인퀸스 맛있는 브런치 북한강뷰 | 서울근교야외바베큐장추천) 남양주 덕소 어화천에서 즐거운... | [남양주] 테이블스 라운지,https://blog.naver.com/haha52494/224301826735 | https://blog.naver.com/hyunj_jj/224301808368 | https://blog.naver.com/seoyoung9595/224301749239
196,내집마련,5,수도권|핫플,"아이 많은 동네로 인프라가 몰린다, 신혼부부와 가족들이... | [2026 하반기 청약 필독] 분양가는 쏙 빼고 1군 브랜드는... | 아파트 전세대란 속 비아파트 공급 대책, 제2의...",https://blog.naver.com/bbosik30/224300444780 | https://blog.naver.com/producer77/224301692673 | https://blog.naver.com/yptown/224301642783
197,대구,5,데이트|방문|오늘|핫플,"☀️ 2026년 5월 31일 18:32 KST · 기상청 5/31 17:00 기준... | 대구 빙수맛집 동성로카페 바닐라크럼브 양쯔깐루빙수... | 대구·경북 헌책 수거, 중고책 매입, LP·CD·DVD 수거 전문",https://blog.naver.com/qwer202603/224301832747 | https://blog.naver.com/whtnrud19/224301828285 | https://blog.naver.com/wlcjsaus/224301823530
198,대구 가볼만한곳,5,가볼만한곳,동성로 카페 중 요즘 제일 핫한 수플레 맛집 “카페골덴” 솔직... | 대구연극 <타임> 6월2일(화) 공연취소 | 대구 서구 애견카페 젠틀펫 | 강아지와 힐링한 방문 후기,https://blog.naver.com/baegopayomm/224301829054 | https://blog.naver.com/artplustheater/224301819039 | https://blog.naver.com/large0913/224301810333
199,대전데이트코스,5,가볼만한곳|핫플,"｜봉명동 대전 핫플 , 대전 혼술바 '잔소리 봉명점' | 대전 시청역 맛집, 키츠네유부 입안 가득 터지는 풍미 가득 대왕... | 대전 카페 모도시, 귀여운 디저트에 반하고 맛에 두 번 반한 곳",https://blog.naver.com/shrimpssong/224301819009 | https://blog.naver.com/kht502579/224301630267 | https://blog.naver.com/kwj1532/224301582748
200,대전맛집추천,5,가볼만한곳|핫플,"대전신세계맛집! “경성중식”신세계백화점 대전점... | 선화동 태국음식 맛집 잇마이타이, 현지 느낌 가득한 신상 맛집 | 대전 시청역 맛집, 키츠네유부 입안 가득 터지는 풍미 가득 대왕...",https://blog.naver.com/hyoteang/224301773401 | https://blog.naver.com/lsy949494/224301690205 | https://blog.naver.com/kht502579/224301630267
